title, ingredients, url
Salada de Macarrão com Atum,["250 g de macarrão parafuso", "1/2 cebola bem picadinha", "2 tomates sem sementes cortados em cubinhos", "1 lata de milho verde", "2 latas de atum ralado sem o óleo da conserva", "2 colheres (sopa) de mostarda", "1 xícara de maionese", "sal, pimenta-do-reino e cheiro verde a gosto"],https://www.tudogostoso.com.br/receita/80024-salada-de-macarrao-com-atum.html
Salpicão,["1/2 kg de frango (peito) refogado e desfiado", "1 cenoura média ralada", "1 lata de milho escorrido", "1 vidro de azeitona pequena", "Palmito picado a gosto", "2 maçãs cascada e picada", "200 g de uvas passas", "100 g de presunto picado", "100 g de mussarela picada", "Tempero a gosto e por último", "1 lata de creme de leite", "1 colher (sopa) de maionese"],https://www.tudogostoso.com.br/receita/19326-salpicao.html
Salada de macarrão,["1 pacote de macarrão parafuso", "1 lata de ervilha", "1 lata de milho em conservas", "150 g de mussarela cortada em cubinhos", "150 g de presunto cortado em cubinhos", "1 peito de frango cozido e desfiado", "Sal a gosto", "Salsinha picada", "2 caixinhas de creme de leite", "1 caixinha de maionese"],https://www.tudogostoso.com.br/receita/70931-salada-de-macarrao.html
Salada de berinjela no forno,["3 berinjelas", "1 pimentão verde", "1 pimentão vermelho", "1 pimentão amarelo", "1 cebola grande", "1/2 xícara (chá) de azeite", "1/4 xícara (chá) de vinagre", "3 colheres (sopa) de azeitonas pretas picadas", "2 dentes (grandes) de alho picadinho", "1 folha de louro", "2 colheres (sopa) de orégano", "2 colheres (sopa) de salsa picadinha", "sal a gosto"],https://www.tudogostoso.com.br/receita/7794-salada-de-berinjela-no-forno.html
Tabule tropical,["1 xícara de trigo para quibe", "2 tomates picados", "1 pepino grande picado em cubos", "cebolinha verde e salsinha a gosto", "hortelã fresca a gosto", "1 colher de sopa de azeite de oliva", "suco de 1 limão", "1 manga cortada em cubos", "pimenta do reino a gosto", "sal a gosto", "1 pé de alface"],https://www.tudogostoso.com.br/receita/6311-tabule-tropical.html
Salpicão de frango simples,["500 g de peito de frango cozido e desfiado", "2 cenouras grandes raladas", "1 lata de ervilha", "1 lata de milho verde", "200 g de uva passa", "1 maçã", "maionese", "cheiro-verde", "batata palha"],https://www.tudogostoso.com.br/receita/125788-salpicao-de-frango-simples.html
Salpicão,["2 cenouras cozidas e picadas", "1/2 xícara de uvas passas", "1 lata de milho verde", "200 g de presunto picado", "1 xícara de frango desfiado, se for assado antes fica mais gostoso", "1 maçã verde picada", "1/2 pote grande de maionese"],https://www.tudogostoso.com.br/receita/1703-salpicao.html
Salada de maçã, cenoura e repolho,["2 maçãs com casca cortadas em cubos pequenos", "2 cenouras médias raladas grossa", "3 xícaras (chá) de repolho picado", "1 xícara (chá) de maionese sabor tomate e manjericão", "8 folhas de alface americana"],https://www.tudogostoso.com.br/receita/52922-salada-de-maca-cenoura-e-repolho.html
Salpicão de frango,["1 peito de frango (grande)", "1 lata de milho", "1 lata de ervilha", "1 cenoura ralada", "1 lata ou 1 caixa de creme de leite", "uva passa a gosto", "batata palha", "sal a gosto", "1 tablete de caldo de galinha", "salsinha", "cebolinha", "cebola"],https://www.tudogostoso.com.br/receita/2097-salpicao-de-frango.html
Sunomono,["3 pepinos tipo japonês", "300 ml de vinagre de arroz", "250 g  de açúcar", "1 colher (chá) de sal", "Semente de gergelim preta, a gosto"],https://www.tudogostoso.com.br/receita/28450-sunomono.html
Salada Especial para Churrasco,["1/2 kg de peito de frango cozido e desfiado", "4 cenouras raladas", "1 pé de alface cortado em tirinhas, igual couve", "1 pacote de batata palha", "1 cebola pequena ralada", "1 vidro de maionese", "Sal, limão, vinagre e azeite para temperar a gosto", "2 sachês de sazon para salada"],https://www.tudogostoso.com.br/receita/6191-salada-especial-para-churrasco.html
Salpicão de frango,["1 frango inteiro assado pequeno desfiado", "100 g de passas sem semente", "2 talos de salsão picados", "1 maçã cortada em pequenos quadradinhos", "suco de 1 limão", "2 xícaras de molho de maionese", "1 pote de iogurte natural", "manjericão"],https://www.tudogostoso.com.br/receita/72-salpicao-de-frango.html
Salada simples,["1 alface americana", "2 cenouras raladas", "1 beterraba ralada", "1 tomate sem pele e sem semente", "1 cebola cortada em rodelas ou picada", "1 colher (chá) de sal", "1 pitada de açúcar", "1 colher (sopa) de azeite extra virgem de oliva", "2 a 3 colheres de vinagre"],https://www.tudogostoso.com.br/receita/233-salada-simples.html
Salada de grão-de-bico,["1 cebola", "1 colher de sopa de mostarda", "2 colheres de sopa de cheiro-verde", "4 colheres de sopa de azeite", "4 dentes de alho", "200 g de grão-de-bico", "Suco de 1 limão", "Sal a gosto"],https://www.tudogostoso.com.br/receita/8065-salada-de-grao-de-bico.html
Salada Verde com Kani - Kama,["1 xícara de alface picado", "1 xícara de agrião", "1 xícara de acelga", "2 colheres de sopa de maionese light", "1 colher de agrião picado", "1 colher de creme de leite light", "gotas de limão", "4 palitos de Kani - Kama"],https://www.tudogostoso.com.br/receita/41-salada-verde-com-kani-kama.html
Salada de Cogumelos,["8 cogumelos paris", "1 xícara de espinafre cozido", "1 ½ colher de sopa de maioneselight", "1 colher de suco de laranja", "gotas de limão e conhaque", "4 palitos de Kani - Kama"],https://www.tudogostoso.com.br/receita/42-salada-de-cogumelos.html
Salada chique de hortelã,["150 g de morangos", "4 colheres de sopa de maionese light", "1 colher de sopa de hortelã picado", "1 colher de sopa de licor de menta", "folha de hortelã para decorar", "8 palitos de kani - kama"],https://www.tudogostoso.com.br/receita/44-salada-chique-de-hortela.html
Salada colorida ao molho golf,["1 cenoura média", "10 \"dedos\"de aspargos em conserva", "100 g de vagem", "6 ramos de couve - flor", "8 palitos de kani", ":", "3 colheres de sopa de Maionese light", "½ colher de sopa de catchup", "gotas de limão"],https://www.tudogostoso.com.br/receita/45-salada-colorida-ao-molho-golf.html
Salada de batata com presunto,["600 g de batatas", "100g de presunto cortado em fatias", "1 copo de iogurte natural", "4 colheres de sopa de creme de leite", "colorau", "sal", "cebolinha verde"],https://www.tudogostoso.com.br/receita/74-salada-de-batata-com-presunto.html
Delícia de Maionese,["1 kg batata", "1 cebola pequena a média", "200 gr de cenoura", "1 tomate", "2 ovos", "1 litro de azeite", "2 colheres de sopa de suco de limão ou vinagre", "sal"],https://www.tudogostoso.com.br/receita/215-delicia-de-maionese.html
